date,p,T,Tpot,Tdew,VPmax,VPact,VPdef
8/25/2020 12:10,986.95,20.9,295.16,9.69,24.76,12.04,12.72
8/25/2020 12:20,986.86,21.34,295.61,9.8,25.43,12.13,13.3
8/25/2020 12:30,986.83,21.66,295.93,9.9,25.94,12.21,13.73
8/25/2020 12:40,986.77,21.37,295.64,10.09,25.48,12.37,13.12
8/25/2020 12:50,986.67,21.81,296.09,9.82,26.18,12.14,14.03
8/25/2020 13:00,986.7,21.93,296.21,9.7,26.37,12.05,14.32
8/25/2020 13:10,986.57,22.05,296.34,9.45,26.56,11.85,14.72
8/25/2020 13:20,986.44,22.16,296.47,9.29,26.74,11.72,15.02
8/25/2020 13:30,986.34,22.04,296.35,9.18,26.55,11.63,14.92
8/25/2020 13:40,986.27,22.03,296.35,9.25,26.53,11.69,14.84
8/25/2020 13:50,986.17,22.45,296.78,9.34,27.22,11.76,15.46
8/25/2020 14:00,986.06,22.47,296.81,9.04,27.25,11.53,15.72
8/25/2020 14:10,986.02,22.36,296.7,8.74,27.07,11.29,15.78
8/25/2020 14:20,985.88,22.42,296.77,8.79,27.17,11.33,15.83
8/25/2020 14:30,985.63,22.42,296.8,9.08,27.17,11.56,15.61
8/25/2020 14:40,985.47,22.41,296.8,9.13,27.15,11.59,15.56
8/25/2020 14:50,985.36,22.32,296.72,9.29,27,11.72,15.28
8/25/2020 15:00,985.22,22.38,296.79,9.46,27.1,11.86,15.24
8/25/2020 15:10,985.15,22.47,296.89,9.53,27.25,11.91,15.34
8/25/2020 15:20,985.01,22.29,296.72,9.39,26.95,11.8,15.16
8/25/2020 15:30,984.81,22.35,296.8,9.32,27.05,11.74,15.31
8/25/2020 15:40,984.81,22.43,296.88,9.49,27.18,11.88,15.3
8/25/2020 15:50,984.74,22.53,296.98,9.58,27.35,11.95,15.4
8/25/2020 16:00,984.53,22.66,297.13,9.44,27.57,11.84,15.72
8/25/2020 16:10,984.42,22.55,297.03,9.47,27.38,11.86,15.52
8/25/2020 16:20,984.42,22.41,296.89,9.59,27.15,11.96,15.19
8/25/2020 16:30,984.41,22.49,296.97,9.75,27.28,12.09,15.2
8/25/2020 16:40,984.33,22.58,297.07,9.8,27.43,12.13,15.3
8/25/2020 16:50,984.2,22.56,297.06,9.7,27.4,12.05,15.35
8/25/2020 17:00,984.07,22.53,297.04,9.67,27.35,12.03,15.32
8/25/2020 17:10,983.97,22.41,296.93,9.58,27.15,11.95,15.2
8/25/2020 17:20,983.88,22.5,297.03,9.43,27.3,11.83,15.47
8/25/2020 17:30,983.83,22.42,296.95,9.44,27.17,11.84,15.32
8/25/2020 17:40,983.81,22.3,296.83,9.28,26.97,11.71,15.26
8/25/2020 17:50,983.8,22.21,296.74,9.23,26.82,11.67,15.15
8/25/2020 18:00,983.73,22.14,296.68,9.3,26.71,11.72,14.98
8/25/2020 18:10,983.73,21.94,296.48,9.5,26.38,11.88,14.5
8/25/2020 18:20,983.85,21.51,296.04,10.04,25.7,12.33,13.37
8/25/2020 18:30,983.84,21,295.52,10.62,24.91,12.81,12.1
8/25/2020 18:40,983.73,20.56,295.09,10.92,24.24,13.07,11.17
8/25/2020 18:50,983.58,20.32,294.86,11,23.89,13.14,10.74
8/25/2020 19:00,983.46,20.23,294.78,10.94,23.76,13.09,10.67
8/25/2020 19:10,983.27,20.19,294.76,10.97,23.7,13.12,10.58
8/25/2020 19:20,983.14,20.17,294.75,10.99,23.67,13.14,10.53
8/25/2020 19:30,982.99,20.03,294.62,11.7,23.46,13.77,9.69
8/25/2020 19:40,982.96,19.55,294.14,12.19,22.78,14.22,8.55
8/25/2020 19:50,982.97,19.47,294.06,11.75,22.66,13.81,8.85
8/25/2020 20:00,982.85,19.76,294.36,11.29,23.07,13.4,9.68
8/25/2020 20:10,982.74,19.87,294.48,11.73,23.23,13.79,9.44
8/25/2020 20:20,982.79,19.71,294.32,11.82,23,13.88,9.12
8/25/2020 20:30,982.81,19.6,294.21,11.97,22.85,14.01,8.83
8/25/2020 20:40,982.76,19.47,294.08,12.1,22.66,14.14,8.52
8/25/2020 20:50,982.77,19.33,293.94,12.17,22.47,14.2,8.27
8/25/2020 21:00,982.73,19.21,293.82,12.12,22.3,14.16,8.14
8/25/2020 21:10,982.7,19.23,293.84,11.98,22.33,14.03,8.3
8/25/2020 21:20,982.63,19.29,293.91,11.89,22.41,13.94,8.47
8/25/2020 21:30,982.5,19.31,293.94,11.6,22.44,13.67,8.76
8/25/2020 21:40,982.38,19.83,294.47,11.17,23.17,13.29,9.88
8/25/2020 21:50,982.15,19.73,294.39,11.55,23.03,13.63,9.4
8/25/2020 22:00,982.08,19.49,294.16,12.05,22.69,14.09,8.6
8/25/2020 22:10,982.01,19.4,294.07,11.91,22.56,13.96,8.61
8/25/2020 22:20,981.9,19.44,294.12,12.08,22.62,14.12,8.5
8/25/2020 22:30,981.78,19.25,293.94,12.35,22.35,14.37,7.98
8/25/2020 22:40,981.58,19.11,293.82,12.2,22.16,14.23,7.93
8/25/2020 22:50,981.43,19.28,294,11.95,22.4,14,8.4
8/25/2020 23:00,981.19,19.68,294.42,11.54,22.96,13.62,9.34
8/25/2020 23:10,981.04,20.12,294.88,11.25,23.59,13.36,10.23
8/25/2020 23:20,980.86,20.23,295.01,11.14,23.76,13.27,10.49
8/25/2020 23:30,980.72,20.35,295.14,11.08,23.93,13.22,10.72
8/25/2020 23:40,980.59,20.1,294.9,11.27,23.57,13.38,10.19
8/25/2020 23:50,980.45,19.94,294.75,11.22,23.33,13.34,9.99
8/26/2020 0:00,980.35,20.13,294.95,11.08,23.61,13.22,10.39
8/26/2020 0:10,980.2,20.2,295.03,11,23.71,13.14,10.57
8/26/2020 0:20,980,20.26,295.11,10.91,23.8,13.06,10.74
8/26/2020 0:30,979.78,20.26,295.13,10.83,23.8,12.99,10.81
8/26/2020 0:40,979.58,20.41,295.3,10.7,24.02,12.88,11.14
8/26/2020 0:50,979.4,20.22,295.12,10.75,23.74,12.92,10.82
8/26/2020 1:00,979.19,20.08,295,10.7,23.54,12.88,10.65
8/26/2020 1:10,979,20.01,294.94,10.65,23.43,12.84,10.59
8/26/2020 1:20,978.84,20.39,295.34,10.34,23.99,12.57,11.42
8/26/2020 1:30,978.69,20.67,295.64,10.25,24.41,12.5,11.91
8/26/2020 1:40,978.64,20.79,295.76,10.17,24.59,12.43,12.16
8/26/2020 1:50,978.58,20.77,295.75,10.15,24.56,12.42,12.14
8/26/2020 2:00,978.46,20.69,295.68,10.15,24.44,12.42,12.02
8/26/2020 2:10,978.34,20.64,295.64,10.07,24.36,12.35,12.01
8/26/2020 2:20,978.28,20.6,295.6,10.03,24.3,12.31,11.99
8/26/2020 2:30,978.32,20.64,295.64,9.99,24.36,12.29,12.08
8/26/2020 2:40,978.24,20.53,295.53,9.99,24.2,12.29,11.91
8/26/2020 2:50,978.18,20.47,295.48,9.97,24.11,12.27,11.84
8/26/2020 3:00,978.12,20.38,295.39,9.95,23.98,12.25,11.73
8/26/2020 3:10,978.17,20.33,295.34,9.92,23.9,12.23,11.68
8/26/2020 3:20,978.16,20.38,295.39,9.82,23.98,12.15,11.83
8/26/2020 3:30,978.21,20.37,295.38,9.79,23.96,12.12,11.84
8/26/2020 3:40,978.17,20.32,295.33,9.73,23.89,12.07,11.82
8/26/2020 3:50,978.17,20.27,295.28,9.74,23.81,12.08,11.74
8/26/2020 4:00,978.16,20.26,295.27,9.73,23.8,12.07,11.73
8/26/2020 4:10,978.15,20.28,295.29,9.7,23.83,12.05,11.78
8/26/2020 4:20,978.11,20.26,295.27,9.73,23.8,12.08,11.72
8/26/2020 4:30,978.15,20.28,295.29,9.78,23.83,12.11,11.72
8/26/2020 4:40,978.21,20.22,295.22,9.83,23.74,12.15,11.59
8/26/2020 4:50,978.36,20.11,295.1,9.89,23.58,12.2,11.38
8/26/2020 5:00,978.55,19.9,294.87,9.99,23.28,12.29,10.99
8/26/2020 5:10,978.52,19.94,294.92,10.13,23.33,12.4,10.93
8/26/2020 5:20,978.59,19.97,294.94,10.29,23.38,12.53,10.84
8/26/2020 5:30,978.65,19.92,294.88,10.45,23.3,12.67,10.63
8/26/2020 5:40,978.7,19.56,294.52,10.57,22.79,12.77,10.02
8/26/2020 5:50,978.69,19.47,294.43,10.67,22.66,12.85,9.81
8/26/2020 6:00,978.67,19.37,294.33,10.8,22.52,12.97,9.55
8/26/2020 6:10,978.69,19.51,294.47,10.93,22.72,13.09,9.63
8/26/2020 6:20,978.79,19.74,294.69,11.12,23.05,13.25,9.8
8/26/2020 6:30,978.9,19.63,294.57,11.28,22.89,13.39,9.5
8/26/2020 6:40,978.79,19.66,294.61,11.4,22.93,13.49,9.44
8/26/2020 6:50,978.71,20.08,295.04,11.51,23.54,13.59,9.94
8/26/2020 7:00,978.7,20.5,295.46,11.44,24.15,13.53,10.62
8/26/2020 7:10,978.79,20.56,295.52,10.08,24.24,12.36,11.88
8/26/2020 7:20,978.92,20.82,295.77,8.7,24.64,11.26,13.37
8/26/2020 7:30,979.09,21.13,296.06,8.27,25.11,10.94,14.17
8/26/2020 7:40,979.32,21.22,296.13,8.17,25.25,10.87,14.38
8/26/2020 7:50,979.41,21.23,296.14,8.29,25.26,10.95,14.31
8/26/2020 8:00,979.43,21.3,296.21,8.24,25.37,10.91,14.46
8/26/2020 8:10,979.43,20.9,295.8,8.2,24.76,10.88,13.87
8/26/2020 8:20,979.62,20.7,295.59,8.28,24.45,10.95,13.51
8/26/2020 8:30,979.69,20.87,295.75,8.21,24.71,10.89,13.82
8/26/2020 8:40,979.71,20.75,295.63,7.65,24.53,10.48,14.05
8/26/2020 8:50,979.87,20.79,295.65,7.65,24.59,10.48,14.11
8/26/2020 9:00,979.9,20.76,295.62,7.64,24.54,10.48,14.07
8/26/2020 9:10,979.89,20.78,295.64,7.45,24.58,10.34,14.23
8/26/2020 9:20,980.01,21.17,296.02,7.59,25.17,10.44,14.73
8/26/2020 9:30,980.09,21.26,296.11,7.69,25.31,10.51,14.8
8/26/2020 9:40,980.09,21.58,296.43,7.6,25.81,10.45,15.37
8/26/2020 9:50,980.18,21.35,296.19,7.44,25.45,10.33,15.12
8/26/2020 10:00,980.29,21.38,296.21,7.56,25.5,10.42,15.08
8/26/2020 10:10,980.35,21.28,296.11,7.56,25.34,10.42,14.92
8/26/2020 10:20,980.38,21.44,296.26,7.64,25.59,10.48,15.11
8/26/2020 10:30,980.49,21.72,296.54,7.81,26.03,10.6,15.43
8/26/2020 10:40,980.46,21.82,296.64,7.94,26.19,10.69,15.5
8/26/2020 10:50,980.53,21.62,296.43,7.91,25.87,10.68,15.2
8/26/2020 11:00,980.59,21.32,296.13,7.98,25.4,10.72,14.68
8/26/2020 11:10,980.45,21.4,296.22,8.31,25.53,10.97,14.56
8/26/2020 11:20,980.71,21.14,295.93,8.94,25.12,11.45,13.68
8/26/2020 11:30,981.04,20.72,295.48,8.99,24.48,11.48,13
8/26/2020 11:40,981.17,20.58,295.33,8.93,24.27,11.44,12.84
8/26/2020 11:50,981.13,20.73,295.49,8.75,24.5,11.3,13.2
8/26/2020 12:00,981.26,20.7,295.44,8.63,24.45,11.21,13.25
8/26/2020 12:10,981.31,20.8,295.54,8.33,24.61,10.98,13.62
8/26/2020 12:20,981.41,20.68,295.41,8.27,24.42,10.94,13.48
8/26/2020 12:30,981.41,20.65,295.38,8.32,24.38,10.98,13.4
8/26/2020 12:40,981.24,21,295.75,8.36,24.91,11.01,13.9
8/26/2020 12:50,981.44,20.95,295.68,8.41,24.83,11.04,13.79
8/26/2020 13:00,981.69,20.75,295.46,8.49,24.53,11.1,13.43
8/26/2020 13:10,981.99,20.34,295.02,8.45,23.92,11.07,12.85
8/26/2020 13:20,982.12,20.16,294.83,8.55,23.65,11.15,12.51
8/26/2020 13:30,982.2,20.11,294.77,8.66,23.58,11.23,12.35
8/26/2020 13:40,982.26,20.28,294.94,8.86,23.83,11.38,12.45
8/26/2020 13:50,982.3,20.54,295.19,9.03,24.21,11.52,12.7
8/26/2020 14:00,982.27,20.8,295.46,8.88,24.61,11.4,13.21
8/26/2020 14:10,982.23,20.93,295.59,8.99,24.8,11.49,13.31
8/26/2020 14:20,982.28,21.32,295.98,9.14,25.4,11.6,13.8
8/26/2020 14:30,982.38,21.32,295.97,9.23,25.4,11.68,13.73
8/26/2020 14:40,982.41,21.25,295.9,9.42,25.29,11.83,13.47
8/26/2020 14:50,982.54,21.13,295.77,9.43,25.11,11.83,13.28
8/26/2020 15:00,982.67,20.96,295.58,9.5,24.85,11.89,12.96
8/26/2020 15:10,982.84,20.75,295.36,9.6,24.53,11.97,12.56
8/26/2020 15:20,982.92,20.65,295.25,9.57,24.38,11.94,12.44
8/26/2020 15:30,983.02,20.53,295.12,9.48,24.2,11.87,12.33
8/26/2020 15:40,983.19,20.33,294.91,9.44,23.9,11.84,12.06
8/26/2020 15:50,983.34,20.14,294.7,9.42,23.62,11.83,11.8
8/26/2020 16:00,983.42,20.03,294.59,9.48,23.46,11.87,11.59
8/26/2020 16:10,983.63,19.9,294.44,9.59,23.28,11.96,11.32
8/26/2020 16:20,983.79,19.73,294.25,9.64,23.03,12,11.03
8/26/2020 16:30,983.95,19.64,294.15,9.69,22.9,12.04,10.86
8/26/2020 16:40,984.07,19.58,294.08,9.74,22.82,12.08,10.74
8/26/2020 16:50,984.06,19.53,294.03,9.78,22.75,12.11,10.64
8/26/2020 17:00,984.11,19.49,293.98,9.8,22.69,12.13,10.56
8/26/2020 17:10,984.28,19.49,293.97,9.74,22.69,12.08,10.61
8/26/2020 17:20,984.34,19.47,293.94,9.8,22.66,12.13,10.53
8/26/2020 17:30,984.42,19.46,293.93,9.83,22.65,12.15,10.5
8/26/2020 17:40,984.47,19.4,293.86,9.92,22.56,12.23,10.33
8/26/2020 17:50,984.56,19.35,293.8,9.99,22.49,12.29,10.21
8/26/2020 18:00,984.63,19.41,293.86,9.88,22.58,12.19,10.39
8/26/2020 18:10,984.83,19.44,293.87,9.9,22.62,12.21,10.41
8/26/2020 18:20,984.8,19.4,293.83,9.85,22.56,12.17,10.39
8/26/2020 18:30,984.91,19.35,293.77,9.94,22.49,12.25,10.25
8/26/2020 18:40,985.01,19.3,293.72,10.04,22.42,12.33,10.1
8/26/2020 18:50,985.1,19.24,293.65,10.15,22.34,12.42,9.92
8/26/2020 19:00,985.26,19.18,293.57,10.17,22.26,12.43,9.82
8/26/2020 19:10,985.34,19.17,293.56,10.18,22.24,12.44,9.8
8/26/2020 19:20,985.41,19.14,293.52,10.08,22.2,12.36,9.84
8/26/2020 19:30,985.45,19.17,293.55,9.96,22.24,12.26,9.98
8/26/2020 19:40,985.6,19.16,293.53,9.85,22.23,12.17,10.06
8/26/2020 19:50,985.72,19.09,293.44,9.85,22.13,12.17,9.96
8/26/2020 20:00,985.85,19.08,293.42,9.79,22.12,12.12,10
8/26/2020 20:10,985.97,19.08,293.41,9.75,22.12,12.09,10.03
8/26/2020 20:20,986.1,19.06,293.38,9.74,22.09,12.08,10.01
8/26/2020 20:30,986.21,19.01,293.32,9.73,22.02,12.07,9.95
8/26/2020 20:40,986.46,18.89,293.18,9.74,21.86,12.08,9.77
8/26/2020 20:50,986.69,18.85,293.12,9.77,21.8,12.11,9.7
8/26/2020 21:00,986.78,18.86,293.12,9.79,21.82,12.12,9.69
8/26/2020 21:10,986.86,18.83,293.09,9.83,21.78,12.16,9.62
8/26/2020 21:20,987,18.8,293.04,9.87,21.74,12.19,9.55
8/26/2020 21:30,987.13,18.75,292.98,9.9,21.67,12.21,9.45
8/26/2020 21:40,987.16,18.71,292.94,9.93,21.61,12.24,9.38
8/26/2020 21:50,987.22,18.66,292.89,9.97,21.55,12.27,9.28
8/26/2020 22:00,987.36,18.57,292.78,9.96,21.42,12.26,9.16
8/26/2020 22:10,987.43,18.47,292.68,9.96,21.29,12.26,9.03
8/26/2020 22:20,987.44,18.45,292.66,9.98,21.26,12.28,8.98
8/26/2020 22:30,987.5,18.4,292.6,9.99,21.2,12.28,8.91
8/26/2020 22:40,987.6,18.3,292.49,9.97,21.07,12.27,8.79
8/26/2020 22:50,987.69,18.16,292.34,10.01,20.88,12.31,8.58
8/26/2020 23:00,987.73,17.98,292.16,10.03,20.65,12.32,8.33
8/26/2020 23:10,987.81,17.88,292.05,10.07,20.52,12.35,8.17
8/26/2020 23:20,987.91,17.83,291.99,10.07,20.45,12.35,8.1
8/26/2020 23:30,987.98,17.74,291.9,9.96,20.34,12.26,8.08
8/26/2020 23:40,988.16,17.6,291.74,9.83,20.16,12.16,8
8/26/2020 23:50,988.27,17.53,291.66,9.79,20.07,12.12,7.95
8/27/2020 0:00,988.28,17.53,291.66,9.73,20.07,12.07,8
8/27/2020 0:10,988.29,17.52,291.65,9.72,20.06,12.07,7.99
8/27/2020 0:20,988.33,17.48,291.61,9.74,20.01,12.08,7.93
8/27/2020 0:30,988.37,17.43,291.55,9.78,19.94,12.11,7.83
8/27/2020 0:40,988.34,17.35,291.48,9.81,19.84,12.14,7.7
8/27/2020 0:50,988.36,17.27,291.39,9.81,19.74,12.14,7.6
8/27/2020 1:00,988.41,17.23,291.35,9.77,19.69,12.1,7.59
8/27/2020 1:10,988.5,17.19,291.3,9.83,19.64,12.15,7.49
8/27/2020 1:20,988.63,17.13,291.23,9.87,19.57,12.19,7.38
8/27/2020 1:30,988.76,17.08,291.17,9.92,19.51,12.22,7.28
8/27/2020 1:40,988.86,17.01,291.09,10.05,19.42,12.33,7.09
8/27/2020 1:50,988.84,16.93,291.01,10.07,19.32,12.35,6.97
8/27/2020 2:00,988.81,16.88,290.96,10.08,19.26,12.36,6.9
8/27/2020 2:10,988.81,16.82,290.9,10.16,19.19,12.42,6.76
8/27/2020 2:20,988.84,16.75,290.83,10.22,19.1,12.48,6.63
8/27/2020 2:30,988.91,16.7,290.78,10.28,19.04,12.53,6.51
8/27/2020 2:40,989,16.59,290.66,10.34,18.91,12.58,6.33
8/27/2020 2:50,989.13,16.53,290.59,10.4,18.84,12.63,6.21
8/27/2020 3:00,989.26,16.46,290.51,10.48,18.75,12.7,6.06
8/27/2020 3:10,989.14,16.31,290.37,10.57,18.57,12.77,5.8
8/27/2020 3:20,989.11,16.14,290.2,10.6,18.37,12.8,5.58
8/27/2020 3:30,989.17,16.06,290.11,10.57,18.28,12.77,5.51
8/27/2020 3:40,989.22,16.04,290.09,10.56,18.26,12.76,5.49
8/27/2020 3:50,989.25,16.01,290.06,10.59,18.22,12.79,5.43
8/27/2020 4:00,989.3,15.98,290.02,10.58,18.19,12.78,5.4
8/27/2020 4:10,989.35,15.91,289.95,10.48,18.11,12.7,5.41
8/27/2020 4:20,989.31,15.83,289.87,10.38,18.01,12.61,5.4
8/27/2020 4:30,989.37,15.75,289.78,10.37,17.92,12.6,5.32
8/27/2020 4:40,989.45,15.71,289.74,10.35,17.88,12.59,5.29
8/27/2020 4:50,989.48,15.69,289.72,10.34,17.85,12.57,5.28
8/27/2020 5:00,989.45,15.69,289.72,10.33,17.85,12.57,5.29
8/27/2020 5:10,989.46,15.66,289.69,10.27,17.82,12.52,5.3
8/27/2020 5:20,989.51,15.63,289.65,10.23,17.78,12.49,5.3
8/27/2020 5:30,989.59,15.58,289.6,10.26,17.73,12.51,5.22
8/27/2020 5:40,989.63,15.58,289.59,10.22,17.73,12.48,5.25
8/27/2020 5:50,989.65,15.61,289.62,10.14,17.76,12.41,5.35
8/27/2020 6:00,989.81,15.69,289.69,10.1,17.85,12.38,5.48
8/27/2020 6:10,989.85,15.76,289.75,10.12,17.93,12.4,5.54
8/27/2020 6:20,989.83,15.79,289.79,10.14,17.97,12.41,5.56
8/27/2020 6:30,989.78,15.79,289.79,10.06,17.97,12.34,5.63
8/27/2020 6:40,989.77,15.79,289.79,9.94,17.97,12.24,5.72
8/27/2020 6:50,989.73,15.77,289.77,9.84,17.94,12.17,5.78
8/27/2020 7:00,989.8,15.78,289.78,9.74,17.96,12.08,5.87
8/27/2020 7:10,989.9,15.85,289.84,9.69,18.04,12.04,5.99
8/27/2020 7:20,990.07,15.92,289.9,9.52,18.12,11.9,6.21
8/27/2020 7:30,990.13,15.9,289.87,9.41,18.09,11.82,6.28
8/27/2020 7:40,990.29,15.95,289.91,9.44,18.15,11.84,6.31
8/27/2020 7:50,990.25,16.1,290.06,9.28,18.33,11.71,6.62
8/27/2020 8:00,990.24,16.28,290.24,9.21,18.54,11.66,6.88
8/27/2020 8:10,990.22,16.55,290.52,9.1,18.86,11.57,7.29
8/27/2020 8:20,990.22,16.5,290.47,8.97,18.8,11.47,7.33
8/27/2020 8:30,990.27,16.42,290.38,8.83,18.7,11.36,7.34
8/27/2020 8:40,990.46,16.29,290.23,8.92,18.55,11.43,7.12
8/27/2020 8:50,990.48,16.47,290.41,8.96,18.76,11.46,7.3
8/27/2020 9:00,990.51,16.91,290.85,9.15,19.3,11.61,7.69
8/27/2020 9:10,990.35,17.48,291.44,9.18,20.01,11.64,8.37
8/27/2020 9:20,990.5,17.4,291.34,8.9,19.9,11.41,8.49
8/27/2020 9:30,990.52,17.38,291.32,8.75,19.88,11.3,8.58
8/27/2020 9:40,990.69,17.32,291.25,8.39,19.8,11.03,8.77
8/27/2020 9:50,990.6,17.46,291.4,8.25,19.98,10.92,9.06
8/27/2020 10:00,990.58,17.79,291.73,8.69,20.4,11.25,9.15
8/27/2020 10:10,990.54,18.16,292.1,9.15,20.88,11.61,9.27
8/27/2020 10:20,990.52,17.8,291.74,8.72,20.41,11.28,9.13
8/27/2020 10:30,990.58,18.2,292.14,8.59,20.93,11.17,9.76
8/27/2020 10:40,990.41,18.47,292.42,8.26,21.29,10.93,10.36
8/27/2020 10:50,990.54,18.25,292.19,8.53,21,11.13,9.87
8/27/2020 11:00,990.54,18.34,292.28,8.63,21.12,11.21,9.91
8/27/2020 11:10,990.3,18.45,292.41,8.27,21.26,10.94,10.33
8/27/2020 11:20,990.26,18.65,292.62,8.29,21.53,10.95,10.58
8/27/2020 11:30,990.34,18.95,292.91,8.23,21.94,10.91,11.03
8/27/2020 11:40,990.35,18.78,292.74,8.21,21.71,10.89,10.82
8/27/2020 11:50,990.32,18.82,292.78,8.24,21.76,10.91,10.85
8/27/2020 12:00,990.24,18.91,292.88,8.42,21.89,11.05,10.84
8/27/2020 12:10,990.15,19.17,293.15,8.36,22.24,11.01,11.24
8/27/2020 12:20,990.22,19.15,293.12,8.44,22.22,11.06,11.15
8/27/2020 12:30,990.29,18.92,292.89,8.3,21.9,10.96,10.94
8/27/2020 12:40,990.15,18.82,292.8,8.52,21.76,11.13,10.64
8/27/2020 12:50,989.95,18.76,292.75,8.41,21.68,11.04,10.64
8/27/2020 13:00,989.91,18.82,292.82,8.54,21.76,11.14,10.62
8/27/2020 13:10,989.88,19.06,293.06,8.7,22.09,11.26,10.83
8/27/2020 13:20,989.85,18.94,292.94,8.59,21.93,11.18,10.75
8/27/2020 13:30,989.7,18.86,292.88,8.61,21.82,11.2,10.62
8/27/2020 13:40,989.65,18.94,292.96,8.67,21.93,11.24,10.69
8/27/2020 13:50,989.61,19.04,293.06,8.59,22.06,11.18,10.88
8/27/2020 14:00,989.55,19.11,293.14,8.5,22.16,11.11,11.05
8/27/2020 14:10,989.5,19.29,293.32,8.34,22.41,10.99,11.42
8/27/2020 14:20,989.46,19.39,293.43,8.39,22.55,11.02,11.53
8/27/2020 14:30,989.28,19.81,293.86,8.25,23.15,10.92,12.22
8/27/2020 14:40,989.21,19.86,293.92,8.22,23.22,10.9,12.32
8/27/2020 14:50,989.08,20.13,294.2,8.43,23.61,11.06,12.55
8/27/2020 15:00,989.02,20.33,294.41,8.29,23.9,10.95,12.95
8/27/2020 15:10,989.17,20.18,294.24,8.24,23.68,10.91,12.77
8/27/2020 15:20,989.13,19.83,293.9,8.07,23.17,10.79,12.38
8/27/2020 15:30,989.09,19.98,294.05,8.08,23.39,10.8,12.59
8/27/2020 15:40,988.82,20.38,294.48,8.12,23.98,10.83,13.15
8/27/2020 15:50,988.62,20.41,294.52,7.94,24.02,10.69,13.33
8/27/2020 16:00,988.49,20.57,294.69,8.05,24.26,10.77,13.49
8/27/2020 16:10,988.37,20.62,294.75,8.01,24.33,10.75,13.59
8/27/2020 16:20,988.26,20.67,294.81,7.95,24.41,10.7,13.71
8/27/2020 16:30,988.16,20.56,294.71,7.93,24.24,10.69,13.56
8/27/2020 16:40,988.08,20.94,295.1,7.7,24.82,10.52,14.3
8/27/2020 16:50,988.07,20.74,294.9,7.81,24.51,10.6,13.91
8/27/2020 17:00,987.95,20.44,294.61,7.94,24.07,10.7,13.37
8/27/2020 17:10,987.87,20.24,294.42,7.89,23.77,10.66,13.11
8/27/2020 17:20,987.74,20.76,294.95,7.88,24.54,10.65,13.89
8/27/2020 17:30,987.66,20.93,295.13,7.93,24.8,10.69,14.12
8/27/2020 17:40,987.59,20.98,295.18,8.01,24.88,10.74,14.14
8/27/2020 17:50,987.55,20.81,295.02,7.89,24.62,10.66,13.96
8/27/2020 18:00,987.34,20.6,294.82,7.9,24.3,10.67,13.64
8/27/2020 18:10,987.24,20.33,294.56,7.84,23.9,10.62,13.28
8/27/2020 18:20,987.3,19.85,294.07,7.68,23.2,10.5,12.7
8/27/2020 18:30,987.3,19.67,293.89,7.65,22.95,10.48,12.46
8/27/2020 18:40,987.17,19.59,293.82,7.61,22.83,10.45,12.38
8/27/2020 18:50,987.04,19.44,293.68,7.6,22.62,10.45,12.17
8/27/2020 19:00,986.89,19.3,293.56,7.7,22.42,10.52,11.9
8/27/2020 19:10,986.86,18.94,293.2,7.78,21.93,10.58,11.35
8/27/2020 19:20,986.86,18.37,292.62,8.13,21.16,10.84,10.32
8/27/2020 19:30,986.72,17.63,291.89,8.24,20.2,10.91,9.28
8/27/2020 19:40,986.76,17.85,292.11,8.41,20.48,11.05,9.43
8/27/2020 19:50,986.75,17.67,291.93,8.27,20.25,10.94,9.31
8/27/2020 20:00,986.82,17.39,291.64,8.22,19.89,10.9,8.99
8/27/2020 20:10,986.87,17.21,291.46,8.41,19.67,11.04,8.62
8/27/2020 20:20,986.8,16.95,291.2,8.62,19.35,11.2,8.15
8/27/2020 20:30,986.82,16.5,290.75,8.55,18.8,11.15,7.65
8/27/2020 20:40,986.75,16.47,290.73,8.63,18.76,11.21,7.55
8/27/2020 20:50,986.64,16.35,290.62,8.81,18.62,11.34,7.28
8/27/2020 21:00,986.67,16,290.26,8.81,18.21,11.35,6.86
8/27/2020 21:10,986.52,15.68,289.95,8.93,17.84,11.44,6.4
8/27/2020 21:20,986.53,15.34,289.61,8.73,17.46,11.28,6.17
8/27/2020 21:30,986.45,15.36,289.64,8.69,17.48,11.26,6.22
8/27/2020 21:40,986.36,15.23,289.52,8.81,17.33,11.35,5.99
8/27/2020 21:50,986.27,15.07,289.36,8.84,17.16,11.37,5.79
8/27/2020 22:00,986.17,15,289.3,8.9,17.08,11.41,5.66
8/27/2020 22:10,985.99,15.03,289.35,9.08,17.11,11.55,5.56
8/27/2020 22:20,985.85,14.7,289.03,8.86,16.75,11.39,5.37
8/27/2020 22:30,985.63,14.35,288.69,8.92,16.38,11.43,4.95
8/27/2020 22:40,985.57,14.22,288.57,8.78,16.24,11.33,4.91
8/27/2020 22:50,985.45,14.2,288.56,8.92,16.22,11.43,4.79
8/27/2020 23:00,985.3,14.02,288.39,8.96,16.03,11.46,4.57
8/27/2020 23:10,985.35,14.18,288.55,8.88,16.2,11.4,4.8
8/27/2020 23:20,985.23,14.11,288.49,8.9,16.12,11.41,4.71
8/27/2020 23:30,985.01,13.85,288.24,9.01,15.85,11.5,4.35
8/27/2020 23:40,984.89,13.44,287.84,8.97,15.44,11.47,3.97
8/27/2020 23:50,984.78,13.14,287.55,8.84,15.14,11.37,3.77
